stimulus_id	type	description	HED	NSD_id	present
stim-nsd04893	image	In the foreground, occupying the center and lower-center of the frame, a man swings a light-colored bat extended toward the left side; he wears a white jersey with black side-stripes, black shorts, and a black batting glove on his lower-left arm, his legs spread wide in a lunging follow-through stance on tan dirt. Behind him in the background, a chain-link fence runs horizontally across the mid-frame, separating the dirt playing area from a grassy zone and dark green trees along the top edge. To the right of center stands a man in a dark jersey with white sleeves and dark pants, positioned near a blue barrel and a dark trash can. Left of center, another figure in white and dark clothing stands with a raised arm near the fence. Additional seated and standing figures appear at the far left in shadow beneath a covered structure. The overall color scheme combines earthy tan dirt, green foliage, and black-and-white uniforms. Lighting is soft and diffuse, suggesting overcast or late-day conditions, casting minimal harsh shadows across the scene.	Sensory-event, Visual-presentation, Foreground-view, ((Human-agent, Experiment-actor), (Label/Swing, (Tool, Label/Bat, White))), (Center-of, Lower-center-of), ((Human-agent), (Clothing, White, Label/Jersey)), ((Human-agent), (Clothing, Black, Label/Shorts)), ((Human-agent), (Clothing, Black, Label/Glove, Lower-left-of, Forearm)), ((Human-agent), Standing), (Dirt-terrain, Tan), Background-view, (Man-made-object, Label/Chain-link-fence, Horizontally-oriented), (Grassy-terrain, Green), (Plant, DarkGreen, Top-edge-of), ((Human-agent, Experiment-actor), (Clothing, Label/Jersey), Black, White, To-right-of), (Man-made-object, Label/Barrel, Blue), (Man-made-object, Label/Trash-can, DarkGreen), ((Human-agent, Experiment-actor), (Raise-eyebrows), White, Black, To-left-of), ((Human-agent, Experiment-actor), Sitting), ((Human-agent, Experiment-actor), Standing), (Luminance, Low), Outdoors	4893	false
stim-nsd04931	image	The photograph is dominated by a large expanse of dark blue-gray water occupying the entire lower and central portions of the frame, forming the foreground and midground. In the middle distance, positioned center to right, sits a cluster of moored watercraft: a large flat-roofed houseboat or dock structure in the center, a white boat with a distinctive curved arch or canopy toward the right, and a smaller white motorboat to its far right. Extending horizontally across the left-center midground are long, low floating docks or breakwaters lying flat on the water surface. A small boat appears far to the left in the mid-distance near the shoreline. The background, occupying the upper third of the frame, consists of a densely forested hillside of deep green trees, beneath which a band of exposed rocky, tan-colored cliff or shoreline is visible. The lighting is flat and diffuse, suggesting overcast conditions, with muted tones and no strong shadows. The overall color scheme is subdued, combining greens, grays, and browns with white accents from the boats. The composition is horizontally layered: water, boats, shoreline, and forest stacked in receding bands.	Sensory-event, Visual-presentation, Photograph, ((Natural-feature/Water, Blue, Gray, Large, Foreground-view), (Boat, White, (Roof)), (Boat, White, Right-side-of), (Boat, White, Small, Right-side-of), (Boat, Small, Left-side-of), (Path, Horizontally-oriented), (Hill, Green, (Plant), Background-view), (Natural-feature, Tan, Rough), Outdoors, Overt-attention)	4931	false
stim-nsd05035	image	In the foreground, occupying the lower-center and lower-right portions of the frame, is a person seen from behind, wearing a dark brown or black hooded jacket and a light pink knitted beanie. The person's right arm extends upward toward the upper-right region, and the hand wears a red glove; a thin, faint kite string runs diagonally from this hand upward and to the left. In the background, positioned in the upper-left quadrant against the sky, is a kite with a triangular body displaying purple, magenta, blue, and green colors, trailing two long ribbon tails—one green, one pink—that curve downward and to the left. The entire upper and left portions of the frame are filled with sky, a gradient of blue at the top transitioning to lighter, whiter tones with scattered clouds toward the lower and left areas. The lighting appears natural and daylight-based, illuminating the person and kite from the front-right, casting the jacket's back into relative shadow. The composition contrasts the small, vivid kite against expansive muted sky, with the person anchoring the lower right, creating a diagonal visual line between the raised hand and the airborne kite.	Sensory-event, Visual-presentation, (Human-agent, Experiment-participant, (Torso-back, (Clothing, Brown)), (Head, (Clothing, Pink, Light-shade)), ((Upper-extremity, Right), Upward), (Hand, (Clothing, Red))), ((Human-agent), Interacts-with, (Man-made-object, Label/Kite)), ((Man-made-object, Label/Kite), (Triangle, Purple, Magenta, Blue, Green), (Upper-left-of, Item)), ((Man-made-object, Label/Kite), Connected-to, (Human-agent)), (Natural-feature/Sky, Blue, Upper-center-of), (Natural-feature/Sky, White, Lower-left-of), (Natural-feature, Label/Clouds), Outdoors	5035	false
stim-nsd05107	image	The photograph's central foreground is dominated by a single giraffe, positioned across the middle and lower portion of the frame, walking toward the left with its head raised in the upper-left region and its long neck angled diagonally upward. The giraffe displays the characteristic reddish-brown polygonal patches separated by cream-colored lines, with darker legs and a tufted tail hanging at its rear on the right side. Its hooves make contact with the sandy, pale beige ground that occupies the entire lower portion of the frame. In the background, running horizontally across the center-right, is a dark metal mesh fence, behind which sits a mass of green foliage and shrubbery. To the left and upper-left stands a tan brick building featuring arched openings at the top and vertical rows of small blue-tiled accents on its facade, with a slender tree trunk rising in the upper-center area. The overall color scheme combines earthy browns, tans, and creams with contrasting greens and cool blue tile highlights. Lighting appears diffuse and even, consistent with overcast daylight, casting soft shadows beneath the giraffe. The composition centers the animal against layered architectural and natural backdrops.	Sensory-event, Visual-presentation, Photograph, ((Animal-agent, Label/Giraffe), (Center-of, Foreground-view)), ((Animal-agent, Label/Giraffe), (Walk, Leftward)), ((Head, Upper-left-of), (Raise-eyebrows)), ((Neck), (Above, (Torso))), (Red-color, Brown-color, Pattern, (Animal-agent, Label/Giraffe)), ((Foot), (Contained-in, (Terrain, Beige, Terrain/Sand-terrain))), (Beige, Terrain, Lower-center-of), ((Man-made-object, Label/Mesh-fence, Steel, Dark-shade), (Center-of, Background-view)), ((Plant, Green), Behind, (Man-made-object, Label/Mesh-fence)), ((Building, Tan, Label/Brick-building), (Left-side-of)), (Building-part, Label/Arched-opening, Top-of, (Building, Label/Brick-building)), (Blue, Label/Tile-accent, (Building, Label/Brick-building)), ((Plant, Label/Tree-trunk), Upper-center-of), (Brown-color, Tan, Green-color, Blue-color), (Luminance, Low, Outdoors), (Label/Overcast-daylight)	5107	false
stim-nsd05205	image	In the foreground, occupying the central and lower portion of the frame, a vintage railway carriage sits on tracks; it has an olive-green wooden body on the left and center, marked with a white number "4," and a black metal section on the right side, likely a locomotive or tender component. The carriage rests above a gravel embankment in the lower portion, supported by a row of thin metal posts or a fence line running horizontally across the lower-center and lower-right. In the background, a grassy hillside rises across the middle and upper portions, dotted with patches of white snow and dark rocky outcrops. Small buildings, including a red structure with a black roof in the center-left and additional structures upper-center and upper-right, sit along the slope. Overhead wires or cables stretch diagonally across the upper portion of the frame, converging toward the upper-left. The sky is pale blue and clear in the upper-right corner. The overall color scheme combines earthy greens, browns, and grays with the red building accent. Lighting appears bright and natural, consistent with daytime, casting soft shadows beneath the carriage. The composition is horizontal and layered.	Sensory-event, Visual-presentation, ((Vehicle, Label/Railway-carriage, Foreground-view, (Center-of, Lower-center-of)), ((Olive, Manufactured-material/Wood), Left-side-of), (White, Character, Label/4), (Black, Manufactured-material/Metal, Right-side-of)), ((Gravel-terrain, Lower-center-of), Below), ((Manufactured-material/Metal, Label/Fence, Horizontally-oriented), Lower-right-of), ((Grassy-terrain, Hill, Background-view), Upward), (White, Snow), (Rocky-terrain), ((Building, Red, (Roof, Black)), Left-side-of), (Building, Upper-center-of), (Building, Upper-right-of), (Label/Cables, Oblique, Upper-left-of), ((Blue, Natural-feature/Sky), Upper-right-of), (Green-color, Brown-color, Gray-color), (Outdoors, Luminance/Bright)	5205	false
stim-nsd05286	image	The photograph depicts five small shorebirds standing on a wet, sandy surface amid shallow water, arranged in a roughly horizontal line across the center of the frame. Reading left to right, one bird is at the far left edge in the lower-left region, a second stands just right of it, a third is positioned at center facing rightward, a fourth stands to its right in the center-right area, and a fifth is placed at the far right edge. Each bird casts a distinct vertical reflection in the still water directly beneath it, occupying the lower portion of the frame. The two central birds appear oriented toward one another, their beaks angled inward, suggesting a possible interaction. The background, filling the upper half, shows rippling water with soft horizontal wave lines and a darker sandbar band running behind the birds. The overall color scheme is dominated by warm golden, amber, and orange tones, indicative of low-angle light consistent with sunrise or sunset. The lighting is soft and directional, rimming the birds' backs and creating gentle contrast. The composition is balanced and horizontally symmetrical, with the birds and their mirrored reflections forming the primary visual structure.	Sensory-event, Visual-presentation, Photograph, (Item-count/5, (Animal-agent, Small)), (Outdoors, Field), ((Animal-agent, Lower-left-of), To-left-of, (Animal-agent)), (To-left-of, (Center-of)), ((Animal-agent, Center-of), Rightward), (To-right-of, (Center-of)), (Right-edge-of), ((Interacts-with), Center-of), (Shallow, Natural-feature/Water, Label/Wet), (Below, Symmetrical), (Horizontally-oriented), (Background-view, Natural-feature/Water, Label/Rippling), (Posterior, Field), (Orange-color, Yellow-color), (Low, Angle), (Smooth, Luminance-contrast), (Symmetrical), (Terrain/Sand-terrain, Label/Wet)	5286	false
stim-nsd05302	image	In the foreground, occupying the center and slightly left of the frame, stands a tall, reflective metallic vase with a chrome-like silver surface that mirrors the red tones of the roses above it, creating streaked crimson reflections along its polished body. The vase rests on a horizontal surface in the lower portion of the image, appearing to be a dark wooden or metal piece of furniture with visible horizontal edges and a lighter tan or gold strip near the bottom right. Rising from the vase and filling the upper half of the frame is a dense arrangement of vivid red roses interspersed with green stems and leaves, extending upward and spreading toward the upper left, center, and right. In the right portion of the image, partially behind and beside the flowers, sits a dark brown wooden object with a curved, glossy edge. The background consists of a plain, off-white or pale gray wall that fills the upper left and provides a neutral backdrop. Lighting appears soft and diffused, coming from the left, casting gentle shadows. The overall color scheme contrasts warm reds and greens against cool metallic silver and muted neutral tones.	Sensory-event, Visual-presentation, ((Manufactured-material/Metal, Silver, Man-made-object/Container), (Center-of, Photograph)), ((Manufactured-material/Metal, Silver, Man-made-object/Container), (Below, (Red, Plant))), (Red, Plant, (Above, (Manufactured-material/Metal, Silver, Man-made-object/Container))), (Green, Plant), ((Manufactured-material/Wood, Furnishing), (Below, (Manufactured-material/Metal, Silver, Man-made-object/Container))), ((Brown, Manufactured-material/Wood, Object), (To-right-of, (Red, Plant))), ((White-color, Item), Background-view)	5302	false
stim-nsd05339	image	In the foreground, positioned in the lower-center to lower-right of the frame, a person seen from behind wears a dark jacket, with one arm raised upward, appearing to hold or control a line extending toward the sky. Dominating the upper-center and upper-left portion of the frame is an expanse of clear, deep blue sky occupying roughly the top two-thirds of the image. A red kite or windsock floats in the upper-center-left region, small against the vast blue. In the background, running horizontally across the middle-to-lower portion, are several white houses with dark and reddish roofs, positioned center and right, interspersed with dark evergreen trees and tall streetlight poles. A white car is parked in the center-right background near the buildings. The lower-left shows a flat, brownish grassy field, and beyond the houses on the left edge a thin strip of gray-blue water is visible. The overall color scheme contrasts dominant blue sky against muted earth tones and the vivid red accent of the kite. Lighting appears bright and natural, casting the raised-arm figure into partial silhouette against the sunlit sky.	Sensory-event, Visual-presentation, ((Human-agent, Experiment-actor), (Lower-center-of, Foreground-view), (Black, Clothing), ((Upper-extremity), Raise-eyebrows)), ((Human-agent), Interacts-with, ((Red, Man-made-object/Kite))), ((Red, Item/Kite), Upper-left-of), ((Deep, Blue, Natural-feature/Sky), Upper-center-of), ((White, Building), (Center-of, Background-view)), (Plant, (Right-side-of, Background-view)), ((White, Car), (Center-of, Background-view)), ((Brown, Field), Lower-left-of), ((Gray, Natural-feature/Water), Left-edge-of), Outdoors, Real-world	5339	false
stim-nsd05428	image	In the foreground, occupying the center of the frame, is a glazed ring doughnut held in an open human hand, with the fingers curling upward on the right side and the palm supporting the doughnut from below. The doughnut has a white, translucent glaze and is topped with scattered bits of orange and pale yellow-white candied pieces, concentrated more heavily around the upper and right portions of its surface. The hand's thumb is visible at the lower left, and the fingertips at the right show traces of white glaze or powder. The skin tone is light, and a smudge of white residue appears on the lower-right fingers. In the background, which is out of focus and darker, there are muted gray and brownish tones suggesting a paved ground surface in the upper left, and a dark vertical form along the left edge that could be a leg or fabric. The lighting is diffuse and appears to be natural daylight, casting soft shadows beneath the doughnut within the hand. The overall color scheme is dominated by neutral whites, creams, and skin tones, punctuated by the warm orange accents on the doughnut, creating a centered, close-up composition.	Sensory-event, Visual-presentation, Foreground-view, ((Ingestible-object/Dessert, Sweet, Circle, White, (Orange, Yellow)), (Center-of, (2D-view))), ((Human-agent), Interacts-with, (Ingestible-object/Dessert)), (Hand, (Thumb, Lower-left-of), (Fingers, Right-side-of)), (Background-view, Outdoors, (Paved-terrain, Upper-left-of), Gray, Brown), (Luminance, Light-shade)	5428	false
stim-nsd05460	image	The photograph is dominated by a commercial passenger aircraft occupying the central and lower portion of the frame, positioned horizontally with its nose pointing toward the right side and its tail toward the left. The aircraft bears "Alitalia" branding in green cursive lettering on the fuselage near the rear, with a tail fin painted in green and red, colors consistent with the Italian flag. The plane rests on the ground with its landing gear visible in the lower center, casting shadows beneath. In the immediate foreground, a grassy strip runs across the lower portion of the frame, and a row of small yellow ground markers sits in the lower-left area on the paved surface. In the background, spanning the upper half, are airport terminal buildings and structures rendered in muted grays and beiges, along with a partial view of a second aircraft displaying a dark blue tail on the left-center. A tall lattice light tower rises in the upper-center-left. The sky above is pale and hazy. The overall color scheme combines white, green, and red on the plane against neutral gray industrial tones, under bright, diffuse daylight producing soft shadows and clear visibility.	Sensory-event, Visual-presentation, Photograph, ((Aircraft, White, (Green, Label/Alitalia), (Green, Red)), Center-of), ((Aircraft, Horizontally-oriented), (To-right-of, Aircraft)), (Grassy-terrain, Lower-center-of), ((Yellow, Navigational-object), Lower-left-of), (Paved-terrain, Lower-center-of), ((Building, Background-view), Above), ((Aircraft, (Blue, Color-shade)), Left-side-of), (Man-made-object/Tower, Upper-center-of), (White, Green, Red), Outdoors	5460	false
stim-nsd05503	image	In the foreground, a wide gray paved plaza dominates the lower portion of the frame, scattered with small yellow-brown leaves across the center and right lower area. A red double-decker sightseeing bus occupies the left-center of the middle ground, positioned on a road, with white and colored graphics along its side and visible upper open deck. To the left, several cars in blue, silver, and dark tones are parked or driving along the street. In the center-right middle ground, a red car travels along the road. A series of tall vertical poles bearing red vertical banners lines the right-center, receding into the distance toward the upper right. On the right side, a low stone wall borders the plaza, with green trees behind it in the upper right. Small human figures appear scattered on the right pavement, standing near the wall. The background upper half is filled with numerous tall high-rise buildings in gray, tan, and glass tones. The lighting is bright daylight with strong sunlight casting shadows and a clear pale sky. The color scheme combines dominant reds, cool grays, and green foliage accents.	Sensory-event, Visual-presentation, (Foreground-view, (Gray, Paved-terrain), (Yellow, Brown, Leaf-covered-terrain)), ((Red, Vehicle, Label/Double-decker-bus), (Contained-in, Road)), ((Blue, Car), To-left-of, Road), ((Silver, Car), To-left-of, Road), ((Gray, Car), To-left-of, Road), ((Red, Car), (Center-of, Road)), ((Group-of, (Red, Rectangle, Label/Banner)), (Above, Road)), (Right-side-of, (Steel, Building-part, Label/Stone-wall)), (Upper-right-of, (Green, Plant)), (Right-side-of, (Group-of, Human-agent), Standing), (Background-view, (Group-of, (Gray, Tan, Building)), (Upper-center-of, Building)), (Luminance/Bright, Outdoors), (White, Blue, Natural-feature/Sky)	5503	false
stim-nsd05543	image	In the foreground, positioned in the center and slightly left of the frame, a woman stands on a tennis court wearing a white short-sleeved shirt, a blue skirt, and white sneakers, holding a tennis racket raised near her right shoulder as she appears mid-motion. Behind her, in the center-right middle ground, a second woman in similar white top and blue skirt stands holding a racket lowered at her side, facing toward the left, suggesting the two are playing together. The lower portion of the frame is dominated by the court surface, which transitions from blue playing areas to reddish-brown surrounding zones marked with white lines. A tall dark chain-link fence spans the middle of the image horizontally, separating the court from the background. In the upper and background regions, leafless brown trees fill much of the frame, with several light-colored houses and a taller white building with a peaked roof visible on the right. The lighting is flat and diffuse, consistent with an overcast sky, producing minimal shadows. The overall color scheme combines muted blues, browns, and greys, creating a subdued, cool-toned composition.	Sensory-event, Visual-presentation, Foreground-view, ((Human-agent, Female, (Upper-center-of, (Photograph, Left-side-of))), ((White, Clothing), (Blue, Clothing)), (Grasp, (Tool, Label/Tennis-racket)), (Spatial-relation/Near, Shoulder, Right)), ((Human-agent, Female, (Upper-right-of, Photograph)), ((Blue, Clothing)), (Grasp, (Tool, Label/Tennis-racket)), Leftward), ((Human-agent), Interacts-with), (Field, Blue, (Label/Bottom-of, Photograph)), (Red-color, (Boundary-of, Field)), (White, Line-noise-artifact), ((Assistive-device, Label/Chain-link-fence), Horizontally-oriented, (Center-of, Photograph)), (Background-view, (Plant, Brown), (Building, Label/House)), ((Building, White, (Roof)), (Right-side-of, Photograph)), (Outdoors, (Environmental-property/Overcast, Description/Diffuse-flat-lighting)), (Blue-color, Brown-color, Gray)	5543	false
stim-nsd05575	image	The dominant subject is a small songbird positioned in the center of the frame, perched on a thin brown branch that runs diagonally through the middle of the image. The bird displays a bright yellow throat and breast, a gray crown and back, black-and-white streaked flanks, and dark markings around the eye; its beak is open, angled upward toward the upper-left, suggesting it is singing or calling. The bird occupies the foreground and is in sharp focus, while the surrounding elements soften with distance. Green foliage frames the scene, with clusters of leaves in the lower-left, upper-left, and right portions of the frame, some in focus and others blurred. Multiple thin branches crisscross the composition, extending from the lower-left toward the upper-right and center-right. The background reveals patches of pale blue sky in the upper-right and center, along with darker shadowed areas in the upper-left. Lighting appears natural and directional, illuminating the bird's yellow chest and the leaves brightly, casting soft shadows. The overall color scheme combines vivid greens, the bird's saturated yellow, muted grays and browns of the branches, and cool blue sky, creating a naturalistic, well-balanced outdoor composition.	Sensory-event, Visual-presentation, (Animal-agent, (Label/Bird, Small, (Yellow, Label/Throat), (Yellow, Torso-chest), (Gray, Head), (Gray, Torso-back), (Black, White, Torso), (Dark-shade, Eye), (Open, Mouth), (Communicate-vocally)), (Center-of, Foreground-view), (Label/Perch, Label/Branch)), ((Brown, Thin, Label/Branch), (To-left-of, (Upward))), (Green, Plant, Background-view), (Lower-left-of, (Green, Leaf-covered-terrain)), (Upper-right-of, (Blue, Natural-feature)), (Upper-left-of, Dark-shade), Outdoors	5575	false
stim-nsd05584	image	In the foreground on the left side of the frame stands a bright yellow fire hydrant with a black base, positioned in the lower-left quadrant on a gray concrete sidewalk. In the center-right of the frame, a woman with curly reddish-orange hair walks toward the left, wearing a light blue denim dress and brown flip-flop sandals; she carries two translucent white plastic shopping bags, one in each hand, that appear filled and hang at her sides in the lower-center area. She occupies the midground, her body casting a shadow onto the sidewalk beneath and behind her. The background is dominated by a brick wall painted in two tones: a deep red-maroon lower portion and a darker reddish-brown upper portion, with a window featuring a lowered white shade positioned in the upper-center behind the woman. Faint white graffiti markings appear on the wall to the right. The lighting is bright and directional, consistent with strong daytime sunlight, producing sharp shadows and high contrast. The overall color scheme combines warm reds and yellows with the cooler blue of the dress. The composition is horizontally layered, dividing sidewalk, wall base, and upper wall.	Sensory-event, Visual-presentation, ((Yellow, Building-part, Label/Fire-hydrant, (Black, Boundary-of)), (Foreground-view, Lower-left-of)), ((Human-agent, Female, (Brown, Hair)), Walk, Leftward), ((Human-agent), (Blue, Clothing, Label/Denim-dress)), ((Human-agent), (Brown, Clothing, Label/Sandals)), ((Human-agent), Interacts-with, (White, Man-made-object, Label/Shopping-bag, Item-count/2)), (Center-of, Right-side-of), (Human-agent, Foreground-view), (Building, (Red, Lower-center-of), (Brown, Upper-center-of)), ((White, Window, Label/Lowered-shade), Upper-center-of, Behind), ((White, Label/Graffiti), Right-side-of), (Label/Luminance-contrast-High, Outdoors)	5584	false
stim-nsd05603	image	In the foreground occupying the upper-left quadrant is a red octagonal STOP sign with bold white lettering, mounted on a metal post; directly below it, in the center-left, hangs a white rectangular sign with red text reading "FERRY LINE STARTS HERE / BOAT EVERY / 20 MIN." Beneath that, in the lower-left, is a dark gray "RATES" sign displaying rows of smaller text on a curved-top plaque, also affixed to posts. The lower portion of the frame, spanning center to right, shows pale beige sand with visible footprints and scattered debris, including a weathered wooden or concrete block near the lower-left edge. The middle ground is dominated by a broad expanse of grayish-blue water stretching horizontally across the frame. In the background, a thin strip of distant shoreline with low buildings and green trees runs along the horizon in the center and right. The upper half of the image is a bright blue sky filled with wispy, scattered white clouds. The lighting appears natural and diurnal, casting soft shadows. The overall color scheme combines red accents, blue water and sky, and neutral sandy tones, with balanced left-weighted composition.	Sensory-event, Visual-presentation, Photograph, Outdoors, ((Visual-attribute/Octagon, Red, (Word, ID/STOP), White), (Upper-left-of, Foreground-view)), ((Rectangle, White, Red, (Word, ID/FERRY-LINE-STARTS-HERE-BOAT-EVERY-20-MIN)), Left-side-of), ((Man-made-object/Sign, DarkGray, (Word, ID/RATES)), Lower-left-of), ((Beige, Terrain), (Lower-center-of, Foreground-view)), (Grayscale, Blue, Natural-feature/Water, Background-view), ((Building, Plant, Green), (Background-view, Horizontally-oriented)), ((Blue, Natural-feature/Sky), (Above)), (White, Natural-feature/Cloud), (Terrain/Sand-terrain, Foreground-view)	5603	false
stim-nsd05715	image	This photograph shows nine red jet aircraft arranged in a tight diamond or delta formation against a clear blue sky. The aircraft are distributed diagonally across the frame, with one jet positioned in the upper-right corner, several clustered through the center-left and center, and a trailing group descending toward the lower-right corner. The planes appear roughly equal in size, suggesting they occupy a similar depth plane, though the upper-right and lower-right jets read as slightly more distant. Each aircraft is predominantly bright red with black nose cones, black-tipped wings, and visible canopies; two jets near the right side emit thin white vapor or smoke trails streaming behind them toward the lower-right. The color scheme is dominated by the saturated red of the aircraft set against a gradient blue sky that appears lighter toward the lower portion and deeper blue toward the upper edges. Lighting is bright and directional, illuminating the tops and left-facing surfaces of the jets while casting subtle shadows on their undersides, consistent with daytime sunlight. The composition is diagonal and dynamic, with the formation creating a strong sense of coordinated movement and directional flow across the empty sky.	Sensory-event, Visual-presentation, Photograph, (Aircraft, Red, (Group-of, Item-count/9)), ((Aircraft, Red, Black), (Upper-right-of, Image)), ((Aircraft, Red, Black), (Center-of, Image)), ((Aircraft, Red, Black), (Lower-right-of, Image)), ((Aircraft, White), (Left-side-of, Image)), White, (Blue, Natural-feature/Sky), (Outdoors, Real-world)	5715	false
stim-nsd05879	image	The photograph is dominated by a still body of water occupying the entire frame, its glassy surface producing clear mirror reflections. In the foreground, positioned in the lower-left and center-left, floats a red rowboat with a dark bow or motor at its far left edge; the boat's red hull reflects downward into the water below it, creating an inverted duplicate. To the right of the frame, in the center-right area, a spherical red buoy floats on the surface, tethered by a thin metal ring or line at its top, and it too casts a reflection beneath it. Extending from the boat toward the buoy is a faint line or rope stretching across the water's surface, suggesting a physical connection between the two red objects. In the background, spanning the upper portion of the frame, a horizontal band of dark green trees and foliage is reflected in the water, blurring the horizon line. The color scheme contrasts vivid reds against muted blue-grey water and deep green vegetation. Lighting is soft, diffuse, and low-contrast, indicating overcast or early conditions. The composition is calm, balanced, and symmetrical through reflection.	Sensory-event, Visual-presentation, Photograph, ((Red, Boat, Lower-left-of), (Below, (Label/Reflection, Red, Boat))), ((Red, Sphere, Center-of, Right-side-of), (Below, (Label/Reflection, Red, Sphere))), ((Red, Boat), (Connected-to, (Red, Sphere))), ((Green, Plant, Top-of), Synchronous-with, Label/Reflection), (Natural-feature/Water, Smooth), Low, Outdoors	5879	false
stim-nsd05891	image	The photograph is dominated by a tall historic tower situated in the upper-center to right portion of the frame, rising vertically against an expansive cloudy sky. The tower features a distinctive golden or copper-colored domed cap at its apex, topped by a thin spire, and displays a large circular clock face on its upper section, positioned in the center-right of the image. Below the ornate clock tower, the building broadens into a rectangular multi-story structure with numerous rows of windows arranged in a grid pattern, occupying the lower-right quadrant. In the lower-right foreground, a plainer brick building with a flat tan facade and small windows partially obscures the base of the taller structure. The sky, filling the left and upper portions of the frame, contains voluminous gray and white clouds with patches of blue peeking through, suggesting overcast but partially clearing conditions. The lighting appears diffused, with warm sunlight striking the tower's dome and upper facade from the left, creating subtle contrast against the shadowed lower sections. The overall color scheme combines muted earth tones of stone and brick with cool grays and blues in the sky.	Sensory-event, Visual-presentation, Photograph, ((Building, Label/Historic-tower, Vertically-oriented), (Upper-center-of, Photograph)), ((Building-part, Label/Domed-cap, Gold), Top-of, (Building, Label/Historic-tower)), (Clock-face, Circle, (Center-of, Photograph)), ((Building, Rectangle, Window), (Lower-right-of, Photograph)), ((Building, Label/Brick-building, Tan, Window), (Lower-right-of, Photograph)), ((Natural-feature/Cloud, Gray, White, Blue), (Upper-center-of, Photograph)), Outdoors	5891	false
stim-nsd06133	image	In the foreground, occupying the right and center portions of the frame, a red-framed bicycle is locked to a metal railing; its rear wheel, black tire, and spoked design dominate the lower-center, while the handlebars extend into the upper-right corner. A black bag or covering is draped over the rear rack on the center-left of the bike, and a red reflector or light is visible near the center. A silver metal barrier with horizontal and vertical bars runs across the right side, with a lock mechanism visible at the lower-right. In the background, upper portion of the frame, a white and blue city bus with an illuminated orange destination sign reading "EAST BASE" is parked or stopped, spanning the upper-left to upper-center. A second similar bus appears partially behind it on the upper-right. Green shrubbery and bare branches fill the middle-ground behind the bicycle, and a gray paved sidewalk occupies the lower-left. The overall color scheme is muted, dominated by grays, greens, and the red bicycle accent, under flat, overcast daylight that produces soft shadows and a damp, low-contrast appearance consistent with wet pavement.	Sensory-event, Visual-presentation, Outdoors, Urban, (Foreground-view, (Bicycle, Red, (Label/Locked, (Connected-to, Man-made-object)))), ((Man-made-object/Wheel, Black, Circle), Lower-center-of), (Label/Handlebars, Upper-right-of), ((Man-made-object/Bag, Black), Center-of), (Label/Reflector, Red, Center-of), ((Man-made-object, Silver, Horizontally-oriented, Vertically-oriented), Right-side-of), (Background-view, Upper-center-of, (Label/Bus, White, Blue, Label/EAST-BASE)), (Background-view, Upper-right-of, (Label/Bus, White, Blue)), (Label/Middle-ground-view, (Plant, Green)), (Lower-left-of, (Path, Gray, Paved-terrain)), (Gray, Green, Red), Environmental-property/Overcast, Low	6133	false
stim-nsd06200	image	The foreground of the frame is dominated by railway tracks in the lower portion, angling diagonally from the lower-left toward the center-right, laid over a bed of grey ballast stones with visible wooden and metal sleepers and rusted rail surfaces. Occupying the central and right portions of the frame, extending across the middle band horizontally, is a long dark maroon or burgundy train carriage bearing gold-colored lettering that reads "ROYAL SCOTSMAN" on its side; the carriage features multiple rectangular windows, some with white frames and curtains visible in the upper section, and its wheeled undercarriage and dark metal bogies are exposed near the lower edge of the vehicle. Additional coupled carriages recede toward the left and background, growing smaller with distance. In the background, filling the upper portion of the frame behind the train, rises a grassy hillside or mountain slope in muted green and brown tones under a pale, overcast whitish-grey sky. The lighting is diffuse and flat, consistent with cloud cover, casting no strong shadows. The overall color scheme combines deep reddish-brown train tones, grey gravel, rusty rails, and muted earthy green background hues.	Sensory-event, Visual-presentation, (Train, (Dark-shade, Red, Maroon), (Word, ID/ROYAL SCOTSMAN), (Window, Rectangle, White), (Foreground-view, Road)), (Label/Rail-vehicle, Train, Background-view), ((Gravel-terrain, Gray), Below, Train), (Hill, (Green, Brown), Background-view), (Natural-feature/Sky, (White, Gray), Environmental-property/Overcast), (Environmental-property/Cloud-cover, Environmental-property)	6200	false
